Mod:Item:MetaData, Localized Name
minecraft:wool:6, 桃色の羊毛
minecraft:wool:7, 灰色の羊毛
minecraft:wool:8, 薄灰色の羊毛
minecraft:wool:9, 青緑色の羊毛
minecraft:wool:10, 紫色の羊毛
minecraft:wool:11, 青色の羊毛
minecraft:wool:12, 茶色の羊毛
minecraft:wool:13, 緑色の羊毛
minecraft:wool:14, 赤色の羊毛
minecraft:wool:15, 黒色の羊毛
minecraft:yellow_flower:0, タンポポ
minecraft:red_flower:0, ポピー
minecraft:red_flower:1, ヒスイラン
minecraft:red_flower:2, アリウム
minecraft:red_flower:3, ヒナソウ
minecraft:red_flower:4, 赤色のチューリップ
minecraft:red_flower:5, 橙色のチューリップ
minecraft:red_flower:6, 白色のチューリップ
minecraft:red_flower:7, 桃色のチューリップ
minecraft:red_flower:8, フランスギク
minecraft:brown_mushroom, キノコ
minecraft:red_mushroom, キノコ
minecraft:gold_block, 金ブロック
minecraft:iron_block, 鉄ブロック
minecraft:stone_slab:0, 石のハーフブロック
minecraft:stone_slab:1, 砂岩のハーフブロック
minecraft:stone_slab:3, 丸石のハーフブロック
minecraft:stone_slab:4, レンガのハーフブロック
minecraft:stone_slab:5, 石レンガのハーフブロック
minecraft:stone_slab:6, ネザーレンガのハーフブロック
minecraft:stone_slab:7, クォーツのハーフブロック
minecraft:brick_block, レンガ
minecraft:tnt, TNT
minecraft:bookshelf, 本棚
minecraft:mossy_cobblestone, 苔むした丸石
minecraft:obsidian, 黒曜石
minecraft:torch, 松明
minecraft:mob_spawner, モンスタースポナー
minecraft:oak_stairs, オークの木材の階段
minecraft:chest, チェスト
minecraft:diamond_ore, ダイヤモンド鉱石
minecraft:diamond_block, ダイヤモンドブロック
minecraft:crafting_table, 作業台
minecraft:farmland, 耕地
minecraft:furnace, かまど
minecraft:ladder, はしご
minecraft:rail, レール
minecraft:stone_stairs, 丸石の階段
minecraft:lever, レバー
minecraft:stone_pressure_plate, 石の感圧板
minecraft:wooden_pressure_plate, 木の感圧板
minecraft:redstone_ore, レッドストーン鉱石
minecraft:redstone_torch, レッドストーントーチ
minecraft:stone_button, ボタン
minecraft:snow_layer, 雪
minecraft:ice, 氷
minecraft:snow, 雪
minecraft:cactus, サボテン
minecraft:clay, 粘土
minecraft:jukebox, ジュークボックス
minecraft:fence, オークのフェンス
minecraft:pumpkin, カボチャ
minecraft:netherrack, ネザーラック
minecraft:soul_sand, ソウルサンド
minecraft:glowstone, グロウストーン
minecraft:lit_pumpkin, ジャック・オ・ランタン
minecraft:stained_glass:0, 白色の色付きガラス
minecraft:stained_glass:1, 橙色の色付きガラス
minecraft:stained_glass:2, 赤紫色の色付きガラス
minecraft:stained_glass:3, 空色の色付きガラス
minecraft:stained_glass:4, 黄色の色付きガラス
minecraft:stained_glass:5, 黄緑色の色付きガラス
minecraft:stained_glass:6, 桃色の色付きガラス
minecraft:stained_glass:7, 灰色の色付きガラス
minecraft:stained_glass:8, 薄灰色の色付きガラス
minecraft:stained_glass:9, 青緑色の色付きガラス
minecraft:stained_glass:10, 紫色の色付きガラス
minecraft:stained_glass:11, 青色の色付きガラス
minecraft:stained_glass:12, 茶色の色付きガラス
minecraft:stained_glass:13, 緑色の色付きガラス
minecraft:stained_glass:14, 赤色の色付きガラス
minecraft:stained_glass:15, 黒色の色付きガラス
minecraft:trapdoor, 木のトラップドア
minecraft:monster_egg:0, シルバーフィッシュ入りの石
minecraft:monster_egg:1, シルバーフィッシュ入りの丸石
minecraft:monster_egg:2, シルバーフィッシュ入りの石レンガ
minecraft:monster_egg:3, シルバーフィッシュ入りの苔石レンガ
minecraft:monster_egg:4, シルバーフィッシュ入りのひび割れた石レンガ
minecraft:monster_egg:5, シルバーフィッシュ入りの模様入りの石レンガ
minecraft:stonebrick:0, 石レンガ
minecraft:stonebrick:1, 苔むした石レンガ
minecraft:stonebrick:2, ひび割れた石レンガ
minecraft:stonebrick:3, 模様入りの石レンガ
minecraft:brown_mushroom_block, キノコ
minecraft:red_mushroom_block, キノコ
minecraft:iron_bars, 鉄格子
minecraft:glass_pane, 板ガラス
minecraft:melon_block, スイカ
minecraft:vine, ツタ
minecraft:fence_gate, オークのフェンスゲート
minecraft:brick_stairs, レンガの階段
minecraft:stone_brick_stairs, 石レンガの階段
minecraft:mycelium, 菌糸
minecraft:waterlily, スイレンの葉
minecraft:nether_brick, ネザーレンガ
minecraft:nether_brick_fence, ネザーレンガのフェンス
minecraft:nether_brick_stairs, ネザーレンガの階段
minecraft:enchanting_table, エンチャントテーブル
minecraft:end_portal_frame, エンドポータル
minecraft:end_stone, エンドストーン
minecraft:dragon_egg, ドラゴンの卵
minecraft:redstone_lamp, レッドストーンランプ
minecraft:wooden_slab:0, オークの木材のハーフブロック
minecraft:wooden_slab:1, マツの木材のハーフブロック
minecraft:wooden_slab:2, シラカバの木材のハーフブロック
minecraft:wooden_slab:3, ジャングルの木材のハーフブロック
minecraft:wooden_slab:4, アカシアの木材のハーフブロック
minecraft:wooden_slab:5, ダークオークの木材のハーフブロック
minecraft:sandstone_stairs, 砂岩の階段
minecraft:emerald_ore, エメラルド鉱石
minecraft:ender_chest, エンダーチェスト
minecraft:tripwire_hook, トリップワイヤーフック
minecraft:emerald_block, エメラルドブロック
minecraft:spruce_stairs, マツの木材の階段
minecraft:birch_stairs, シラカバの木材の階段
minecraft:jungle_stairs, ジャングルの木材の階段
minecraft:command_block, コマンドブロック
minecraft:beacon, ビーコン
minecraft:cobblestone_wall:0, 丸石の塀
minecraft:cobblestone_wall:1, 苔むした丸石の塀
minecraft:wooden_button, ボタン
minecraft:anvil:0, 金床
minecraft:anvil:1, 少し壊れた金床
minecraft:anvil:2, かなり壊れた金床
minecraft:trapped_chest, トラップチェスト
minecraft:light_weighted_pressure_plate, 重量感圧板（軽）
minecraft:heavy_weighted_pressure_plate, 重量感圧板（重）
minecraft:daylight_detector, 日照センサー
minecraft:redstone_block, レッドストーンブロック
minecraft:quartz_ore, ネザークォーツ鉱石
minecraft:hopper, ホッパー
minecraft:quartz_block:0, クォーツブロック
minecraft:quartz_block:1, 模様入りのクォーツブロック
minecraft:quartz_block:2, 柱状のクォーツブロック
minecraft:quartz_stairs, クォーツの階段
minecraft:activator_rail, アクティベーターレール
minecraft:dropper, ドロッパー
minecraft:stained_hardened_clay:0, 白色のテラコッタ
minecraft:stained_hardened_clay:1, 橙色のテラコッタ
minecraft:stained_hardened_clay:2, 赤紫色のテラコッタ
minecraft:stained_hardened_clay:3, 空色のテラコッタ
minecraft:stained_hardened_clay:4, 黄色のテラコッタ
minecraft:stained_hardened_clay:5, 黄緑色のテラコッタ
minecraft:stained_hardened_clay:6, 桃色のテラコッタ
minecraft:stained_hardened_clay:7, 灰色のテラコッタ
minecraft:stained_hardened_clay:8, 薄灰色のテラコッタ
minecraft:stained_hardened_clay:9, 青緑色のテラコッタ
minecraft:stained_hardened_clay:10, 紫色のテラコッタ
minecraft:stained_hardened_clay:11, 青色のテラコッタ
minecraft:stained_hardened_clay:12, 茶色のテラコッタ
minecraft:stained_hardened_clay:13, 緑色のテラコッタ
minecraft:stained_hardened_clay:14, 赤色のテラコッタ
minecraft:stained_hardened_clay:15, 黒色のテラコッタ
minecraft:stained_glass_pane:0, 白色の色付きガラス板
minecraft:stained_glass_pane:1, 橙色の色付きガラス板
minecraft:stained_glass_pane:2, 赤紫色の色付きガラス板
minecraft:stained_glass_pane:3, 空色の色付きガラス板
minecraft:stained_glass_pane:4, 黄色の色付きガラス板
minecraft:stained_glass_pane:5, 黄緑色の色付きガラス板
minecraft:stained_glass_pane:6, 桃色の色付きガラス板
minecraft:stained_glass_pane:7, 灰色の色付きガラス板
minecraft:stained_glass_pane:8, 薄灰色の色付きガラス板
minecraft:stained_glass_pane:9, 青緑色の色付きガラス板
minecraft:stained_glass_pane:10, 紫色の色付きガラス板
minecraft:stained_glass_pane:11, 青色の色付きガラス板
minecraft:stained_glass_pane:12, 茶色の色付きガラス板
minecraft:stained_glass_pane:13, 緑色の色付きガラス板
minecraft:stained_glass_pane:14, 赤色の色付きガラス板
minecraft:stained_glass_pane:15, 黒色の色付きガラス板
minecraft:leaves2:0, アカシアの葉
minecraft:leaves2:1, ダークオークの葉
minecraft:log2:0, アカシアの原木
minecraft:log2:1, ダークオークの原木
minecraft:acacia_stairs, アカシアの木材の階段
minecraft:dark_oak_stairs, ダークオークの木材の階段
minecraft:slime, スライムブロック
minecraft:barrier, 保護のオーラ
minecraft:iron_trapdoor, 鉄のトラップドア
minecraft:prismarine:0, プリズマリン
minecraft:prismarine:1, プリズマリンレンガ
minecraft:prismarine:2, ダークプリズマリン
minecraft:sea_lantern, シーランタン
minecraft:hay_block, 干草の俵
minecraft:carpet:0, 白色のカーペット
minecraft:carpet:1, 橙色のカーペット
minecraft:carpet:2, 赤紫色のカーペット
minecraft:carpet:3, 空色のカーペット
minecraft:carpet:4, 黄色のカーペット
minecraft:carpet:5, 黄緑色のカーペット
minecraft:carpet:6, 桃色のカーペット
minecraft:carpet:7, 灰色のカーペット
minecraft:carpet:8, 薄灰色のカーペット
minecraft:carpet:9, 青緑色のカーペット
minecraft:carpet:10, 紫色のカーペット
minecraft:carpet:11, 青色のカーペット
minecraft:carpet:12, 茶色のカーペット
minecraft:carpet:13, 緑色のカーペット
minecraft:carpet:14, 赤色のカーペット
minecraft:carpet:15, 黒色のカーペット
minecraft:hardened_clay, テラコッタ
minecraft:coal_block, 石炭ブロック
minecraft:packed_ice, 氷塊
minecraft:double_plant:0, ヒマワリ
minecraft:double_plant:1, ライラック
minecraft:double_plant:2, 高い草
minecraft:double_plant:3, 大きなシダ
minecraft:double_plant:4, バラの低木
minecraft:double_plant:5, ボタン
minecraft:red_sandstone:0, 赤砂岩
minecraft:red_sandstone:1, 模様入りの赤砂岩
minecraft:red_sandstone:2, 滑らかな赤い砂岩
minecraft:red_sandstone_stairs, 赤砂岩の階段
minecraft:stone_slab2:0, 赤砂岩のハーフブロック
minecraft:spruce_fence_gate, マツのフェンスゲート
minecraft:birch_fence_gate, シラカバのフェンスゲート
minecraft:jungle_fence_gate, ジャングルのフェンスゲート
minecraft:dark_oak_fence_gate, ダークオークのフェンスゲート
minecraft:acacia_fence_gate, アカシアのフェンスゲート
minecraft:spruce_fence, マツのフェンス
minecraft:birch_fence, シラカバのフェンス
minecraft:jungle_fence, ジャングルのフェンス
minecraft:dark_oak_fence, ダークオークのフェンス
minecraft:acacia_fence, アカシアのフェンス
minecraft:end_rod, エンドロッド
minecraft:chorus_plant, コーラスプラント
minecraft:chorus_flower, コーラスフラワー
minecraft:purpur_block, プルプァブロック
minecraft:purpur_pillar, プルプァの柱
minecraft:purpur_stairs, プルプァの階段
minecraft:purpur_slab:0, プルプァのハーフブロック
minecraft:end_bricks, エンドストーンレンガ
minecraft:grass_path, 草の道
minecraft:repeating_command_block, リピートコマンドブロック
minecraft:chain_command_block, チェーンコマンドブロック
minecraft:magma, マグマブロック
minecraft:nether_wart_block, ネザーウォートブロック
minecraft:red_nether_brick, 赤いネザーレンガ
minecraft:bone_block, 骨ブロック
minecraft:structure_void, ストラクチャーヴォイド
minecraft:observer, オブザーバー
minecraft:white_shulker_box, 白色のシュルカーボックス
minecraft:orange_shulker_box, 橙色のシュルカーボックス
minecraft:magenta_shulker_box, 赤紫色のシュルカーボックス
minecraft:light_blue_shulker_box, 空色のシュルカーボックス
minecraft:yellow_shulker_box, 黄色のシュルカーボックス
minecraft:lime_shulker_box, 黄緑色のシュルカーボックス
minecraft:pink_shulker_box, 桃色のシュルカーボックス
minecraft:gray_shulker_box, 灰色のシュルカーボックス
minecraft:silver_shulker_box, 薄灰色のシュルカーボックス
minecraft:cyan_shulker_box, 青緑色のシュルカーボックス
minecraft:purple_shulker_box, 紫色のシュルカーボックス
minecraft:blue_shulker_box, 青色のシュルカーボックス
minecraft:brown_shulker_box, 茶色のシュルカーボックス
minecraft:green_shulker_box, 緑色のシュルカーボックス
minecraft:red_shulker_box, 赤色のシュルカーボックス
minecraft:black_shulker_box, 黒色のシュルカーボックス
minecraft:white_glazed_terracotta, 白色の彩釉テラコッタ
minecraft:orange_glazed_terracotta, 橙色の彩釉テラコッタ
minecraft:magenta_glazed_terracotta, 赤紫色の彩釉テラコッタ
minecraft:light_blue_glazed_terracotta, 空色の彩釉テラコッタ
minecraft:yellow_glazed_terracotta, 黄色の彩釉テラコッタ
minecraft:lime_glazed_terracotta, 黄緑色の彩釉テラコッタ
minecraft:pink_glazed_terracotta, 桃色の彩釉テラコッタ
minecraft:gray_glazed_terracotta, 灰色の彩釉テラコッタ
minecraft:silver_glazed_terracotta, 薄灰色の彩釉テラコッタ
minecraft:cyan_glazed_terracotta, 青緑色の彩釉テラコッタ
minecraft:purple_glazed_terracotta, 紫色の彩釉テラコッタ
minecraft:blue_glazed_terracotta, 青色の彩釉テラコッタ
minecraft:brown_glazed_terracotta, 茶色の彩釉テラコッタ
minecraft:green_glazed_terracotta, 緑色の彩釉テラコッタ
minecraft:red_glazed_terracotta, 赤色の彩釉テラコッタ
minecraft:black_glazed_terracotta, 黒色の彩釉テラコッタ
minecraft:concrete:0, 白色のコンクリート
minecraft:concrete:1, 橙色のコンクリート
minecraft:concrete:2, 赤紫色のコンクリート
minecraft:concrete:3, 空色のコンクリート
minecraft:concrete:4, 黄色のコンクリート
minecraft:concrete:5, 黄緑色のコンクリート
minecraft:concrete:6, 桃色のコンクリート
minecraft:concrete:7, 灰色のコンクリート
minecraft:concrete:8, 薄灰色のコンクリート
minecraft:concrete:9, 青緑色のコンクリート
minecraft:concrete:10, 紫色のコンクリート
minecraft:concrete:11, 青色のコンクリート
minecraft:concrete:12, 茶色のコンクリート
minecraft:concrete:13, 緑色のコンクリート
minecraft:concrete:14, 赤色のコンクリート
minecraft:concrete:15, 黒色のコンクリート
minecraft:concrete_powder:0, 白色のコンクリートパウダー
minecraft:concrete_powder:1, 橙色のコンクリートパウダー
minecraft:concrete_powder:2, 赤紫色のコンクリートパウダー
minecraft:concrete_powder:3, 空色のコンクリートパウダー
minecraft:concrete_powder:4, 黄色のコンクリートパウダー
minecraft:concrete_powder:5, 黄緑色のコンクリートパウダー
minecraft:concrete_powder:6, 桃色のコンクリートパウダー
minecraft:concrete_powder:7, 灰色のコンクリートパウダー
minecraft:concrete_powder:8, 薄灰色のコンクリートパウダー
minecraft:concrete_powder:9, 青緑色のコンクリートパウダー
minecraft:concrete_powder:10, 紫色のコンクリートパウダー
minecraft:concrete_powder:11, 青色のコンクリートパウダー
minecraft:concrete_powder:12, 茶色のコンクリートパウダー
minecraft:concrete_powder:13, 緑色のコンクリートパウダー
minecraft:concrete_powder:14, 赤色のコンクリートパウダー
minecraft:concrete_powder:15, 黒色のコンクリートパウダー
minecraft:structure_block, ストラクチャーブロック
minecraft:iron_shovel, 鉄のシャベル
minecraft:iron_pickaxe, 鉄のツルハシ
minecraft:iron_axe, 鉄の斧
minecraft:flint_and_steel, 火打石と打ち金
minecraft:apple, リンゴ
minecraft:bow, 弓
minecraft:arrow, 矢
minecraft:coal:0, 石炭
minecraft:coal:1, 木炭
minecraft:diamond, ダイヤモンド
minecraft:iron_ingot, 鉄インゴット
minecraft:gold_ingot, 金インゴット
minecraft:iron_sword, 鉄の剣
minecraft:wooden_sword, 木の剣
minecraft:wooden_shovel, 木のシャベル
minecraft:wooden_pickaxe, 木のツルハシ
minecraft:wooden_axe, 木の斧
minecraft:stone_sword, 石の剣
minecraft:stone_shovel, 石のシャベル
minecraft:stone_pickaxe, 石のツルハシ
minecraft:stone_axe, 石の斧
minecraft:diamond_sword, ダイヤモンドの剣
minecraft:diamond_shovel, ダイヤモンドのシャベル
minecraft:diamond_pickaxe, ダイヤモンドのツルハシ
minecraft:diamond_axe, ダイヤモンドの斧
minecraft:stick, 棒
minecraft:bowl, ボウル
minecraft:mushroom_stew, キノコシチュー
minecraft:golden_sword, 金の剣
minecraft:golden_shovel, 金のシャベル
minecraft:golden_pickaxe, 金のツルハシ
minecraft:golden_axe, 金の斧
minecraft:string, 糸
minecraft:feather, 羽根
minecraft:gunpowder, 火薬
minecraft:wooden_hoe, 木のクワ
minecraft:stone_hoe, 石のクワ
minecraft:iron_hoe, 鉄のクワ
minecraft:diamond_hoe, ダイヤモンドのクワ
minecraft:golden_hoe, 金のクワ
minecraft:wheat_seeds, 種
minecraft:wheat, 小麦
minecraft:bread, パン
minecraft:leather_helmet, 革の帽子
minecraft:leather_chestplate, 革の上着
minecraft:leather_leggings, 革のズボン
minecraft:leather_boots, 革のブーツ
minecraft:chainmail_helmet, チェーンのヘルメット
minecraft:chainmail_chestplate, チェーンのチェストプレート
minecraft:chainmail_leggings, チェーンのレギンス
minecraft:chainmail_boots, チェーンのブーツ
minecraft:iron_helmet, 鉄のヘルメット
minecraft:iron_chestplate, 鉄のチェストプレート
minecraft:iron_leggings, 鉄のレギンス
minecraft:iron_boots, 鉄のブーツ
minecraft:diamond_helmet, ダイヤモンドのヘルメット
minecraft:diamond_chestplate, ダイヤモンドのチェストプレート
minecraft:diamond_leggings, ダイヤモンドのレギンス
minecraft:diamond_boots, ダイヤモンドのブーツ
minecraft:golden_helmet, 金のヘルメット
minecraft:golden_chestplate, 金のチェストプレート
minecraft:golden_leggings, 金のレギンス
minecraft:golden_boots, 金のブーツ
minecraft:flint, 火打石
minecraft:porkchop, 生の豚肉
minecraft:cooked_porkchop, 焼き豚
minecraft:painting, 絵画
minecraft:golden_apple:0, 金のリンゴ
minecraft:golden_apple:1, 金のリンゴ
minecraft:sign, 看板
minecraft:wooden_door, オークのドア
minecraft:bucket, バケツ
minecraft:water_bucket, 水入りバケツ
minecraft:lava_bucket, 溶岩入りバケツ
minecraft:minecart, トロッコ
minecraft:saddle, 鞍
minecraft:iron_door, 鉄のドア
minecraft:redstone, レッドストーン
minecraft:snowball, 雪玉
minecraft:boat, オークのボート
minecraft:leather, 革
minecraft:milk_bucket, 牛乳
minecraft:brick, レンガ
minecraft:clay_ball, 粘土
minecraft:reeds, サトウキビ
minecraft:paper, 紙
minecraft:book, 本
minecraft:slime_ball, スライムボール
minecraft:chest_minecart, チェスト付きトロッコ
minecraft:furnace_minecart, かまど付きトロッコ
minecraft:egg, 卵
minecraft:compass, コンパス
minecraft:fishing_rod, 釣竿
minecraft:clock, 時計
minecraft:glowstone_dust, グロウストーンダスト
minecraft:fish:0, 生魚
minecraft:fish:1, 生鮭
minecraft:fish:2, クマノミ
minecraft:fish:3, フグ
minecraft:cooked_fish:0, 焼き魚
minecraft:cooked_fish:1, 焼き鮭
minecraft:dye:0, イカスミ
minecraft:dye:1, 赤色の染料
minecraft:dye:2, 緑色の染料
minecraft:dye:3, カカオ豆
minecraft:dye:4, ラピスラズリ
minecraft:dye:5, 紫色の染料
minecraft:dye:6, 青緑色の染料
minecraft:dye:7, 薄灰色の染料
minecraft:dye:8, 灰色の染料
minecraft:dye:9, 桃色の染料
minecraft:dye:10, 黄緑色の染料
minecraft:dye:11, 黄色の染料
minecraft:dye:12, 空色の染料
minecraft:dye:13, 赤紫色の染料
minecraft:dye:14, 橙色の染料
minecraft:dye:15, 骨粉
minecraft:bone, 骨
minecraft:sugar, 砂糖
minecraft:cake, ケーキ
minecraft:bed:0, 白色のベッド
minecraft:bed:1, 橙色のベッド
minecraft:bed:2, 赤紫色のベッド
minecraft:bed:3, 空色のベッド
minecraft:bed:4, 黄色のベッド
minecraft:bed:5, 黄緑色のベッド
minecraft:bed:6, 桃色のベッド
minecraft:bed:7, 灰色のベッド
minecraft:bed:8, 薄灰色のベッド
minecraft:bed:9, 青緑色のベッド
minecraft:bed:10, 紫色のベッド
minecraft:bed:11, 青色のベッド
minecraft:bed:12, 茶色のベッド
minecraft:bed:13, 緑色のベッド
minecraft:bed:14, 赤色のベッド
minecraft:bed:15, 黒色のベッド
minecraft:repeater, レッドストーンリピーター
minecraft:cookie, クッキー
minecraft:filled_map:0, 地図
minecraft:shears, ハサミ
minecraft:melon, スイカ
minecraft:pumpkin_seeds, カボチャの種
minecraft:melon_seeds, スイカの種
minecraft:beef, 生の牛肉
minecraft:cooked_beef, ステーキ
minecraft:chicken, 生の鶏肉
minecraft:cooked_chicken, 焼き鳥
minecraft:rotten_flesh, 腐った肉
minecraft:ender_pearl, エンダーパール
minecraft:blaze_rod, ブレイズロッド
minecraft:ghast_tear, ガストの涙
minecraft:gold_nugget, 金塊
minecraft:nether_wart, ネザーウォート
minecraft:potion, ポーション
minecraft:glass_bottle, ガラス瓶
minecraft:spider_eye, クモの目
minecraft:fermented_spider_eye, 発酵したクモの目
minecraft:blaze_powder, ブレイズパウダー
minecraft:magma_cream, マグマクリーム
minecraft:brewing_stand, 醸造台
minecraft:cauldron, 大釜
minecraft:ender_eye, エンダーアイ
minecraft:speckled_melon, きらめくスイカ
minecraft:spawn_egg, スポーン
minecraft:experience_bottle, エンチャントの瓶
minecraft:fire_charge, ファイヤーチャージ
minecraft:writable_book, 本と羽根ペン
minecraft:written_book, 記入済みの本
minecraft:emerald, エメラルド
minecraft:item_frame, 額縁
minecraft:flower_pot, 植木鉢
minecraft:carrot, ニンジン
minecraft:potato, ジャガイモ
minecraft:baked_potato, ベイクドポテト
minecraft:poisonous_potato, 青くなったジャガイモ
minecraft:map, 白紙の地図
minecraft:golden_carrot, 金のニンジン
minecraft:skull:0, スケルトンの頭蓋骨
minecraft:skull:1, ウィザースケルトンの頭蓋骨
minecraft:skull:2, ゾンビの頭
minecraft:skull:3, 頭
minecraft:skull:4, クリーパーの頭
minecraft:skull:5, ドラゴンの頭
minecraft:carrot_on_a_stick, ニンジン付きの棒
minecraft:nether_star, ネザースター
minecraft:pumpkin_pie, パンプキンパイ
minecraft:fireworks, ロケット花火
minecraft:firework_charge, 花火の星
minecraft:enchanted_book, エンチャントの本
minecraft:comparator, レッドストーンコンパレーター
minecraft:netherbrick, ネザーレンガ
minecraft:quartz, ネザークォーツ
minecraft:tnt_minecart, TNT 付きトロッコ
minecraft:hopper_minecart, ホッパー付きトロッコ
minecraft:prismarine_shard, プリズマリンの欠片
minecraft:prismarine_crystals, プリズマリンクリスタル
minecraft:rabbit, 生の兎肉
minecraft:cooked_rabbit, 焼き兎肉
minecraft:rabbit_stew, ウサギシチュー
minecraft:rabbit_foot, ウサギの足
minecraft:rabbit_hide, ウサギの皮
minecraft:armor_stand, 防具立て
minecraft:iron_horse_armor, 鉄の馬鎧
minecraft:golden_horse_armor, 金の馬鎧
minecraft:diamond_horse_armor, ダイヤモンドの馬鎧
minecraft:lead, リード
minecraft:name_tag, 名札
minecraft:command_block_minecart, コマンドブロック付きトロッコ
minecraft:mutton, 生の羊肉
minecraft:cooked_mutton, 焼き羊肉
minecraft:banner:15, 白色の旗
minecraft:banner:14, 橙色の旗
minecraft:banner:13, 赤紫色の旗
minecraft:banner:12, 空色の旗
minecraft:banner:11, 黄色の旗
minecraft:banner:10, 黄緑色の旗
minecraft:banner:9, 桃色の旗
minecraft:banner:8, 灰色の旗
minecraft:banner:7, 薄灰色の旗
minecraft:banner:6, 青緑色の旗
minecraft:banner:5, 紫色の旗
minecraft:banner:4, 青色の旗
minecraft:banner:3, 茶色の旗
minecraft:banner:2, 緑色の旗
minecraft:banner:1, 赤色の旗
minecraft:banner:0, 黒色の旗
minecraft:end_crystal, エンドクリスタル
minecraft:spruce_door, マツのドア
minecraft:birch_door, シラカバのドア
minecraft:jungle_door, ジャングルのドア
minecraft:acacia_door, アカシアのドア
minecraft:dark_oak_door, ダークオークのドア
minecraft:chorus_fruit, コーラスフルーツ
minecraft:chorus_fruit_popped, 焼いたコーラスフルーツ
minecraft:beetroot, ビートルート
minecraft:beetroot_seeds, ビートルートの種
minecraft:beetroot_soup, ビートルートスープ
minecraft:dragon_breath, ドラゴンブレス
minecraft:splash_potion, スプラッシュポーション
minecraft:spectral_arrow, 光の矢
minecraft:tipped_arrow, 効能付きの矢
minecraft:lingering_potion, 残留ポーション
minecraft:shield, 盾
minecraft:elytra, エリトラ
minecraft:spruce_boat, マツのボート
minecraft:birch_boat, シラカバのボート
minecraft:jungle_boat, ジャングルのボート
minecraft:acacia_boat, アカシアのボート
minecraft:dark_oak_boat, ダークオークのボート
minecraft:totem_of_undying, 不死のトーテム
minecraft:shulker_shell, シュルカーの殻
minecraft:iron_nugget, 鉄塊
minecraft:knowledge_book, 知恵の本
minecraft:record_13, レコード
minecraft:record_cat, レコード
minecraft:record_blocks, レコード
minecraft:record_chirp, レコード
minecraft:record_far, レコード
minecraft:record_mall, レコード
minecraft:record_mellohi, レコード
minecraft:record_stal, レコード
minecraft:record_strad, レコード
minecraft:record_ward, レコード
minecraft:record_11, レコード
minecraft:record_wait, レコード
thermalfoundation:ore:0, 銅鉱石
thermalfoundation:ore:1, 錫鉱石
thermalfoundation:ore:2, 銀鉱石
thermalfoundation:ore:3, 鉛鉱石
thermalfoundation:ore:4, アルミニウム鉱石
thermalfoundation:ore:5, ニッケル鉱石
thermalfoundation:ore:6, プラチナ鉱石
thermalfoundation:ore:7, イリジウム鉱石
thermalfoundation:ore:8, マナ含浸鉱石
thermalfoundation:ore_fluid:0, 含油砂
thermalfoundation:ore_fluid:1, 含油頁岩
thermalfoundation:ore_fluid:2, 励起レッドストーン鉱石
thermalfoundation:ore_fluid:3, 活性化ネザーラック
thermalfoundation:ore_fluid:4, 共振エンドストーン
thermalfoundation:ore_fluid:5, 含油砂
